ID,Class,Skill,Talent Point Cost,Talent Level,Tooltip,Talent Level Necessary,Character Level Necessary
840210,Berserker,Axe block,5,14,Casting Speed of chained Axe Counter increases by 70% upon successful block,89,1
840210,Berserker,Axe block,5,15,Casting Speed of chained Axe Counter increases by 75% upon successful block,97,1
840300,Berserker,Thunder strike,1,1,EP Attack Power increases by 32,10,8
840300,Berserker,Thunder strike,1,2,EP Attack Power increases by 62,12,8
840300,Berserker,Thunder strike,1,3,EP Attack Power increases by 90,14,8
840300,Berserker,Thunder strike,1,4,EP Attack Power increases by 116,16,8
840300,Berserker,Thunder strike,1,5,EP Attack Power increases by 141,18,8
840300,Berserker,Thunder strike,1,6,EP Attack Power increases by 164,20,8
840300,Berserker,Thunder strike,1,7,EP Attack Power increases by 186,22,8
840300,Berserker,Thunder strike,1,8,EP Attack Power increases by 206,24,8
840300,Berserker,Thunder strike,1,9,EP Attack Power increases by 225,26,8
840300,Berserker,Thunder strike,1,10,EP Attack Power increases by 243,28,8
840300,Berserker,Thunder strike,1,11,EP Attack Power increases by 260,30,8
840300,Berserker,Thunder strike,1,12,EP Attack Power increases by 276,32,8
840300,Berserker,Thunder strike,1,13,EP Attack Power increases by 291,34,8
840300,Berserker,Thunder strike,1,14,EP Attack Power increases by 306,36,8
840300,Berserker,Thunder strike,1,15,EP Attack Power increases by 319,38,8
840300,Berserker,Thunder strike,1,16,EP Attack Power increases by 332,40,8
840300,Berserker,Thunder strike,1,17,EP Attack Power increases by 344,42,8
840300,Berserker,Thunder strike,1,18,EP Attack Power increases by 356,44,8
840300,Berserker,Thunder strike,1,19,EP Attack Power increases by 367,46,8
840300,Berserker,Thunder strike,1,20,EP Attack Power increases by 378,48,8
840300,Berserker,Thunder strike,1,21,EP Attack Power increases by 388,50,8
840300,Berserker,Thunder strike,1,22,EP Attack Power increases by 398,52,8
840300,Berserker,Thunder strike,1,23,EP Attack Power increases by 407,54,8
840300,Berserker,Thunder strike,1,24,EP Attack Power increases by 416,56,8
840300,Berserker,Thunder strike,1,25,EP Attack Power increases by 425,58,8
840300,Berserker,Thunder strike,1,26,EP Attack Power increases by 434,60,8
840300,Berserker,Thunder strike,1,27,EP Attack Power increases by 442,62,8
840300,Berserker,Thunder strike,1,28,EP Attack Power increases by 450,64,8
840300,Berserker,Thunder strike,1,29,EP Attack Power increases by 458,66,8
840300,Berserker,Thunder strike,1,30,EP Attack Power increases by 465,68,8
840300,Berserker,Thunder strike,1,31,EP Attack Power increases by 473,70,8
840300,Berserker,Thunder strike,1,32,EP Attack Power increases by 480,72,8
840300,Berserker,Thunder strike,1,33,EP Attack Power increases by 487,74,8
840300,Berserker,Thunder strike,1,34,EP Attack Power increases by 494,76,8
840300,Berserker,Thunder strike,1,35,EP Attack Power increases by 501,78,8
840300,Berserker,Thunder strike,1,36,EP Attack Power increases by 508,80,8
840300,Berserker,Thunder strike,1,37,EP Attack Power increases by 514,82,8
840300,Berserker,Thunder strike,1,38,EP Attack Power increases by 521,84,8
840300,Berserker,Thunder strike,1,39,EP Attack Power increases by 528,86,8
840300,Berserker,Thunder strike,1,40,EP Attack Power increases by 534,88,8
840300,Berserker,Thunder strike,1,41,EP Attack Power increases by 541,90,8
840300,Berserker,Thunder strike,1,42,EP Attack Power increases by 547,92,8
840300,Berserker,Thunder strike,1,43,EP Attack Power increases by 553,94,8
840300,Berserker,Thunder strike,1,44,EP Attack Power increases by 560,96,8
840300,Berserker,Thunder strike,1,45,EP Attack Power increases by 566,98,8
840300,Berserker,Thunder strike,1,46,EP Attack Power increases by 572,100,8
840300,Berserker,Thunder strike,1,47,EP Attack Power increases by 578,102,8
840300,Berserker,Thunder strike,1,48,EP Attack Power increases by 584,104,8
840300,Berserker,Thunder strike,1,49,EP Attack Power increases by 591,106,8
840300,Berserker,Thunder strike,1,50,EP Attack Power increases by 597,108,8
840300,Berserker,Thunder strike,1,51,EP Attack Power increases by 603,110,8
840300,Berserker,Thunder strike,1,52,EP Attack Power increases by 609,112,8
840300,Berserker,Thunder strike,1,53,EP Attack Power increases by 615,114,8
840300,Berserker,Thunder strike,1,54,EP Attack Power increases by 621,116,8
840300,Berserker,Thunder strike,1,55,EP Attack Power increases by 627,118,8
840300,Berserker,Thunder strike,1,56,EP Attack Power increases by 633,120,8
840300,Berserker,Thunder strike,1,57,EP Attack Power increases by 639,122,8
840300,Berserker,Thunder strike,1,58,EP Attack Power increases by 645,124,8
840300,Berserker,Thunder strike,1,59,EP Attack Power increases by 651,126,8
840300,Berserker,Thunder strike,1,60,EP Attack Power increases by 657,128,8
840300,Berserker,Thunder strike,1,61,EP Attack Power increases by 663,130,8
840300,Berserker,Thunder strike,1,62,EP Attack Power increases by 669,132,8
840300,Berserker,Thunder strike,1,63,EP Attack Power increases by 675,134,8
840300,Berserker,Thunder strike,1,64,EP Attack Power increases by 681,136,8
840300,Berserker,Thunder strike,1,65,EP Attack Power increases by 687,138,8
840300,Berserker,Thunder strike,1,66,EP Attack Power increases by 693,140,8
840300,Berserker,Thunder strike,1,67,EP Attack Power increases by 699,142,8
840300,Berserker,Thunder strike,1,68,EP Attack Power increases by 705,144,8
840300,Berserker,Thunder strike,1,69,EP Attack Power increases by 711,146,8
840300,Berserker,Thunder strike,1,70,EP Attack Power increases by 717,148,8
840300,Berserker,Thunder strike,1,71,EP Attack Power increases by 723,150,8
840300,Berserker,Thunder strike,1,72,EP Attack Power increases by 729,152,8
840300,Berserker,Thunder strike,1,73,EP Attack Power increases by 735,154,8
840300,Berserker,Thunder strike,1,74,EP Attack Power increases by 741,156,8
840300,Berserker,Thunder strike,1,75,EP Attack Power increases by 747,158,8
840300,Berserker,Thunder strike,1,76,EP Attack Power increases by 753,160,8
840300,Berserker,Thunder strike,1,77,EP Attack Power increases by 759,162,8
840300,Berserker,Thunder strike,1,78,EP Attack Power increases by 765,164,8
840300,Berserker,Thunder strike,1,79,EP Attack Power increases by 771,166,8
840300,Berserker,Thunder strike,1,80,EP Attack Power increases by 777,168,8
840300,Berserker,Thunder strike,1,81,EP Attack Power increases by 783,170,8
840300,Berserker,Thunder strike,1,82,EP Attack Power increases by 789,172,8
840300,Berserker,Thunder strike,1,83,EP Attack Power increases by 795,174,8
840300,Berserker,Thunder strike,1,84,EP Attack Power increases by 801,176,8
840300,Berserker,Thunder strike,1,85,EP Attack Power increases by 807,178,8
840300,Berserker,Thunder strike,1,86,EP Attack Power increases by 813,180,8
840300,Berserker,Thunder strike,1,87,EP Attack Power increases by 819,182,8
840300,Berserker,Thunder strike,1,88,EP Attack Power increases by 825,184,8
840300,Berserker,Thunder strike,1,89,EP Attack Power increases by 831,186,8
840300,Berserker,Thunder strike,1,90,EP Attack Power increases by 837,188,8
840300,Berserker,Thunder strike,1,91,EP Attack Power increases by 843,190,8
840300,Berserker,Thunder strike,1,92,EP Attack Power increases by 849,192,8
840300,Berserker,Thunder strike,1,93,EP Attack Power increases by 855,194,8
840300,Berserker,Thunder strike,1,94,EP Attack Power increases by 861,196,8
840300,Berserker,Thunder strike,1,95,EP Attack Power increases by 867,198,8
840300,Berserker,Thunder strike,1,96,EP Attack Power increases by 873,200,8
840300,Berserker,Thunder strike,1,97,EP Attack Power increases by 879,202,8
840300,Berserker,Thunder strike,1,98,EP Attack Power increases by 885,204,8
840300,Berserker,Thunder strike,1,99,EP Attack Power increases by 891,206,8
840320,Berserker,Thunder strike,1,1,Combat Movement Speed increases by 7 for 3 seconds,25,8
840320,Berserker,Thunder strike,1,2,Combat Movement Speed increases by 9 for 3 seconds,29,8
840320,Berserker,Thunder strike,2,3,Combat Movement Speed increases by 11 for 3 seconds,33,8
840320,Berserker,Thunder strike,2,4,Combat Movement Speed increases by 13 for 3 seconds,37,8
840320,Berserker,Thunder strike,3,5,Combat Movement Speed increases by 15 for 3 seconds,41,8
840320,Berserker,Thunder strike,3,6,Combat Movement Speed increases by 17 for 3 seconds,45,8
840320,Berserker,Thunder strike,4,7,Combat Movement Speed increases by 19 for 3 seconds,49,8
840320,Berserker,Thunder strike,4,8,Combat Movement Speed increases by 21 for 3 seconds,53,8
840320,Berserker,Thunder strike,5,9,Combat Movement Speed increases by 23 for 3 seconds,57,8
840320,Berserker,Thunder strike,5,10,Combat Movement Speed increases by 25 for 3 seconds,61,8
840320,Berserker,Thunder strike,5,11,Combat Movement Speed increases by 27 for 3 seconds,67,8
840320,Berserker,Thunder strike,5,12,Combat Movement Speed increases by 29 for 3 seconds,73,8
840320,Berserker,Thunder strike,5,13,Combat Movement Speed increases by 31 for 3 seconds,79,8
840320,Berserker,Thunder strike,5,14,Combat Movement Speed increases by 33 for 3 seconds,85,8
840320,Berserker,Thunder strike,5,15,Combat Movement Speed increases by 35 for 3 seconds,91,8
840330,Berserker,Thunder strike,1,1,Increases charging speed by 5% during Fiery Rage,21,8
840330,Berserker,Thunder strike,1,2,Increases charging speed by 6% during Fiery Rage,25,8
840330,Berserker,Thunder strike,1,3,Increases charging speed by 6% during Fiery Rage,29,8
840330,Berserker,Thunder strike,1,4,Increases charging speed by 7% during Fiery Rage,33,8
840330,Berserker,Thunder strike,1,5,Increases charging speed by 8% during Fiery Rage,37,8
840330,Berserker,Thunder strike,2,6,Increases charging speed by 9% during Fiery Rage,41,8
840330,Berserker,Thunder strike,2,7,Increases charging speed by 9% during Fiery Rage,45,8
840330,Berserker,Thunder strike,2,8,Increases charging speed by 10% during Fiery Rage,49,8
840330,Berserker,Thunder strike,2,9,Increases charging speed by 11% during Fiery Rage,53,8
840330,Berserker,Thunder strike,2,10,Increases charging speed by 11% during Fiery Rage,57,8
840330,Berserker,Thunder strike,3,11,Increases charging speed by 12% during Fiery Rage,63,8
840330,Berserker,Thunder strike,3,12,Increases charging speed by 13% during Fiery Rage,69,8
840330,Berserker,Thunder strike,3,13,Increases charging speed by 14% during Fiery Rage,75,8
840330,Berserker,Thunder strike,3,14,Increases charging speed by 14% during Fiery Rage,81,8
840330,Berserker,Thunder strike,3,15,Increases charging speed by 15% during Fiery Rage,87,8
840400,Berserker,Flatten,1,1,EP Attack Power increases by 32,4,4
840400,Berserker,Flatten,1,2,EP Attack Power increases by 62,6,4
840400,Berserker,Flatten,1,3,EP Attack Power increases by 90,8,4
840400,Berserker,Flatten,1,4,EP Attack Power increases by 116,10,4
840400,Berserker,Flatten,1,5,EP Attack Power increases by 141,12,4
840400,Berserker,Flatten,1,6,EP Attack Power increases by 164,14,4
840400,Berserker,Flatten,1,7,EP Attack Power increases by 186,16,4
840400,Berserker,Flatten,1,8,EP Attack Power increases by 206,18,4
840400,Berserker,Flatten,1,9,EP Attack Power increases by 225,20,4
840400,Berserker,Flatten,1,10,EP Attack Power increases by 243,22,4
840400,Berserker,Flatten,1,11,EP Attack Power increases by 260,24,4
840400,Berserker,Flatten,1,12,EP Attack Power increases by 276,26,4
840400,Berserker,Flatten,1,13,EP Attack Power increases by 291,28,4
840400,Berserker,Flatten,1,14,EP Attack Power increases by 306,30,4
840400,Berserker,Flatten,1,15,EP Attack Power increases by 319,32,4
840400,Berserker,Flatten,1,16,EP Attack Power increases by 332,34,4
840400,Berserker,Flatten,1,17,EP Attack Power increases by 344,36,4
840400,Berserker,Flatten,1,18,EP Attack Power increases by 356,38,4
840400,Berserker,Flatten,1,19,EP Attack Power increases by 367,40,4
840400,Berserker,Flatten,1,20,EP Attack Power increases by 378,42,4
840400,Berserker,Flatten,1,21,EP Attack Power increases by 388,44,4
840400,Berserker,Flatten,1,22,EP Attack Power increases by 398,46,4
840400,Berserker,Flatten,1,23,EP Attack Power increases by 407,48,4
840400,Berserker,Flatten,1,24,EP Attack Power increases by 416,50,4
840400,Berserker,Flatten,1,25,EP Attack Power increases by 425,52,4
840400,Berserker,Flatten,1,26,EP Attack Power increases by 434,54,4
840400,Berserker,Flatten,1,27,EP Attack Power increases by 442,56,4
840400,Berserker,Flatten,1,28,EP Attack Power increases by 450,58,4
840400,Berserker,Flatten,1,29,EP Attack Power increases by 458,60,4
840400,Berserker,Flatten,1,30,EP Attack Power increases by 465,62,4
840400,Berserker,Flatten,1,31,EP Attack Power increases by 473,64,4
840400,Berserker,Flatten,1,32,EP Attack Power increases by 480,66,4
840400,Berserker,Flatten,1,33,EP Attack Power increases by 487,68,4
840400,Berserker,Flatten,1,34,EP Attack Power increases by 494,70,4
840400,Berserker,Flatten,1,35,EP Attack Power increases by 501,72,4
840400,Berserker,Flatten,1,36,EP Attack Power increases by 508,74,4
840400,Berserker,Flatten,1,37,EP Attack Power increases by 514,76,4
840400,Berserker,Flatten,1,38,EP Attack Power increases by 521,78,4
840400,Berserker,Flatten,1,39,EP Attack Power increases by 528,80,4
840400,Berserker,Flatten,1,40,EP Attack Power increases by 534,82,4
840400,Berserker,Flatten,1,41,EP Attack Power increases by 541,84,4
840400,Berserker,Flatten,1,42,EP Attack Power increases by 547,86,4
840400,Berserker,Flatten,1,43,EP Attack Power increases by 553,88,4
840400,Berserker,Flatten,1,44,EP Attack Power increases by 560,90,4
840400,Berserker,Flatten,1,45,EP Attack Power increases by 566,92,4
840400,Berserker,Flatten,1,46,EP Attack Power increases by 572,94,4
840400,Berserker,Flatten,1,47,EP Attack Power increases by 578,96,4
840400,Berserker,Flatten,1,48,EP Attack Power increases by 584,98,4
840400,Berserker,Flatten,1,49,EP Attack Power increases by 591,100,4
840400,Berserker,Flatten,1,50,EP Attack Power increases by 597,102,4
840400,Berserker,Flatten,1,51,EP Attack Power increases by 603,104,4
840400,Berserker,Flatten,1,52,EP Attack Power increases by 609,106,4
840400,Berserker,Flatten,1,53,EP Attack Power increases by 615,108,4
840400,Berserker,Flatten,1,54,EP Attack Power increases by 621,110,4
840400,Berserker,Flatten,1,55,EP Attack Power increases by 627,112,4
840400,Berserker,Flatten,1,56,EP Attack Power increases by 633,114,4
840400,Berserker,Flatten,1,57,EP Attack Power increases by 639,116,4
840400,Berserker,Flatten,1,58,EP Attack Power increases by 645,118,4
840400,Berserker,Flatten,1,59,EP Attack Power increases by 651,120,4
840400,Berserker,Flatten,1,60,EP Attack Power increases by 657,122,4
840400,Berserker,Flatten,1,61,EP Attack Power increases by 663,124,4
840400,Berserker,Flatten,1,62,EP Attack Power increases by 669,126,4
840400,Berserker,Flatten,1,63,EP Attack Power increases by 675,128,4
840400,Berserker,Flatten,1,64,EP Attack Power increases by 681,130,4
840400,Berserker,Flatten,1,65,EP Attack Power increases by 687,132,4
840400,Berserker,Flatten,1,66,EP Attack Power increases by 693,134,4
840400,Berserker,Flatten,1,67,EP Attack Power increases by 699,136,4
840400,Berserker,Flatten,1,68,EP Attack Power increases by 705,138,4
840400,Berserker,Flatten,1,69,EP Attack Power increases by 711,140,4
840400,Berserker,Flatten,1,70,EP Attack Power increases by 717,142,4
840400,Berserker,Flatten,1,71,EP Attack Power increases by 723,144,4
840400,Berserker,Flatten,1,72,EP Attack Power increases by 729,146,4
840400,Berserker,Flatten,1,73,EP Attack Power increases by 735,148,4
840400,Berserker,Flatten,1,74,EP Attack Power increases by 741,150,4
840400,Berserker,Flatten,1,75,EP Attack Power increases by 747,152,4
840400,Berserker,Flatten,1,76,EP Attack Power increases by 753,154,4
840400,Berserker,Flatten,1,77,EP Attack Power increases by 759,156,4
840400,Berserker,Flatten,1,78,EP Attack Power increases by 765,158,4
840400,Berserker,Flatten,1,79,EP Attack Power increases by 771,160,4
840400,Berserker,Flatten,1,80,EP Attack Power increases by 777,162,4
840400,Berserker,Flatten,1,81,EP Attack Power increases by 783,164,4
840400,Berserker,Flatten,1,82,EP Attack Power increases by 789,166,4
840400,Berserker,Flatten,1,83,EP Attack Power increases by 795,168,4
840400,Berserker,Flatten,1,84,EP Attack Power increases by 801,170,4
840400,Berserker,Flatten,1,85,EP Attack Power increases by 807,172,4
840400,Berserker,Flatten,1,86,EP Attack Power increases by 813,174,4
840400,Berserker,Flatten,1,87,EP Attack Power increases by 819,176,4
840400,Berserker,Flatten,1,88,EP Attack Power increases by 825,178,4
840400,Berserker,Flatten,1,89,EP Attack Power increases by 831,180,4
840400,Berserker,Flatten,1,90,EP Attack Power increases by 837,182,4
840400,Berserker,Flatten,1,91,EP Attack Power increases by 843,184,4
840400,Berserker,Flatten,1,92,EP Attack Power increases by 849,186,4
840400,Berserker,Flatten,1,93,EP Attack Power increases by 855,188,4
840400,Berserker,Flatten,1,94,EP Attack Power increases by 861,190,4
840400,Berserker,Flatten,1,95,EP Attack Power increases by 867,192,4
840400,Berserker,Flatten,1,96,EP Attack Power increases by 873,194,4
840400,Berserker,Flatten,1,97,EP Attack Power increases by 879,196,4
840400,Berserker,Flatten,1,98,EP Attack Power increases by 885,198,4
840400,Berserker,Flatten,1,99,EP Attack Power increases by 891,200,4
840610,Berserker,Staggering strike,1,1,Effect duration increases by 10% when successfully hitting target,9,40
840610,Berserker,Staggering strike,1,2,Effect duration increases by 13% when successfully hitting target,15,40
840610,Berserker,Staggering strike,1,3,Effect duration increases by 16% when successfully hitting target,21,40
840610,Berserker,Staggering strike,1,4,Effect duration increases by 19% when successfully hitting target,27,40
840610,Berserker,Staggering strike,1,5,Effect duration increases by 21% when successfully hitting target,33,40
840610,Berserker,Staggering strike,2,6,Effect duration increases by 24% when successfully hitting target,39,40
840610,Berserker,Staggering strike,2,7,Effect duration increases by 27% when successfully hitting target,45,40
840610,Berserker,Staggering strike,2,8,Effect duration increases by 30% when successfully hitting target,51,40
840610,Berserker,Staggering strike,2,9,Effect duration increases by 33% when successfully hitting target,57,40
840610,Berserker,Staggering strike,2,10,Effect duration increases by 36% when successfully hitting target,63,40
840610,Berserker,Staggering strike,3,11,Effect duration increases by 39% when successfully hitting target,69,40
840610,Berserker,Staggering strike,3,12,Effect duration increases by 41% when successfully hitting target,75,40
840610,Berserker,Staggering strike,3,13,Effect duration increases by 44% when successfully hitting target,81,40
840610,Berserker,Staggering strike,3,14,Effect duration increases by 47% when successfully hitting target,87,40
840610,Berserker,Staggering strike,3,15,Effect duration increases by 50% when successfully hitting target,93,40
840620,Berserker,Staggering strike,1,1,Increases Casting Speed of [Staggering Strike] by 4% for 3 seconds when successfully hitting target,11,40
840620,Berserker,Staggering strike,1,2,Increases Casting Speed of [Staggering Strike] by 6% for 3 seconds when successfully hitting target,16,40
840620,Berserker,Staggering strike,2,3,Increases Casting Speed of [Staggering Strike] by 7% for 3 seconds when successfully hitting target,21,40
840620,Berserker,Staggering strike,2,4,Increases Casting Speed of [Staggering Strike] by 9% for 3 seconds when successfully hitting target,26,40
840620,Berserker,Staggering strike,3,5,Increases Casting Speed of [Staggering Strike] by 10% for 3 seconds when successfully hitting target,31,40
840620,Berserker,Staggering strike,3,6,Increases Casting Speed of [Staggering Strike] by 12% for 3 seconds when successfully hitting target,36,40
840620,Berserker,Staggering strike,4,7,Increases Casting Speed of [Staggering Strike] by 13% for 3 seconds when successfully hitting target,41,40
840620,Berserker,Staggering strike,4,8,Increases Casting Speed of [Staggering Strike] by 15% for 3 seconds when successfully hitting target,46,40
840620,Berserker,Staggering strike,5,9,Increases Casting Speed of [Staggering Strike] by 16% for 3 seconds when successfully hitting target,51,40
840620,Berserker,Staggering strike,5,10,Increases Casting Speed of [Staggering Strike] by 18% for 3 seconds when successfully hitting target,56,40
840620,Berserker,Staggering strike,5,11,Increases Casting Speed of [Staggering Strike] by 19% for 3 seconds when successfully hitting target,61,40
840620,Berserker,Staggering strike,5,12,Increases Casting Speed of [Staggering Strike] by 21% for 3 seconds when successfully hitting target,66,40
840620,Berserker,Staggering strike,5,13,Increases Casting Speed of [Staggering Strike] by 22% for 3 seconds when successfully hitting target,71,40
840620,Berserker,Staggering strike,5,14,Increases Casting Speed of [Staggering Strike] by 24% for 3 seconds when successfully hitting target,76,40
840620,Berserker,Staggering strike,5,15,Increases Casting Speed of [Staggering Strike] by 25% for 3 seconds when successfully hitting target,81,40
840710,Berserker,Mocking shout,1,1,Aggro due to enemy attack increases by 10% during duration of Mocking Shout while Intimidation effect lasts,15,26
840710,Berserker,Mocking shout,1,2,Aggro due to enemy attack increases by 12% during duration of Mocking Shout while Intimidation effect lasts,19,26
840710,Berserker,Mocking shout,1,3,Aggro due to enemy attack increases by 14% during duration of Mocking Shout while Intimidation effect lasts,23,26
840710,Berserker,Mocking shout,1,4,Aggro due to enemy attack increases by 16% during duration of Mocking Shout while Intimidation effect lasts,27,26
840710,Berserker,Mocking shout,1,5,Aggro due to enemy attack increases by 18% during duration of Mocking Shout while Intimidation effect lasts,31,26
840710,Berserker,Mocking shout,2,6,Aggro due to enemy attack increases by 20% during duration of Mocking Shout while Intimidation effect lasts,35,26
840710,Berserker,Mocking shout,2,7,Aggro due to enemy attack increases by 22% during duration of Mocking Shout while Intimidation effect lasts,39,26
840710,Berserker,Mocking shout,2,8,Aggro due to enemy attack increases by 24% during duration of Mocking Shout while Intimidation effect lasts,43,26
840710,Berserker,Mocking shout,2,9,Aggro due to enemy attack increases by 26% during duration of Mocking Shout while Intimidation effect lasts,47,26
840710,Berserker,Mocking shout,2,10,Aggro due to enemy attack increases by 28% during duration of Mocking Shout while Intimidation effect lasts,51,26
841000,Berserker,Cyclone,1,1,EP Attack Power increases by 32,9,2
841000,Berserker,Cyclone,1,2,EP Attack Power increases by 62,11,2
841000,Berserker,Cyclone,1,3,EP Attack Power increases by 90,13,2
841000,Berserker,Cyclone,1,4,EP Attack Power increases by 116,15,2
841000,Berserker,Cyclone,1,5,EP Attack Power increases by 141,17,2
841000,Berserker,Cyclone,1,6,EP Attack Power increases by 164,19,2
841000,Berserker,Cyclone,1,7,EP Attack Power increases by 186,21,2
841000,Berserker,Cyclone,1,8,EP Attack Power increases by 206,23,2
841000,Berserker,Cyclone,1,9,EP Attack Power increases by 225,25,2
841000,Berserker,Cyclone,1,10,EP Attack Power increases by 243,27,2
841000,Berserker,Cyclone,1,11,EP Attack Power increases by 260,29,2
841000,Berserker,Cyclone,1,12,EP Attack Power increases by 276,31,2
841000,Berserker,Cyclone,1,13,EP Attack Power increases by 291,33,2
841000,Berserker,Cyclone,1,14,EP Attack Power increases by 306,35,2
841000,Berserker,Cyclone,1,15,EP Attack Power increases by 319,37,2
841000,Berserker,Cyclone,1,16,EP Attack Power increases by 332,39,2
841000,Berserker,Cyclone,1,17,EP Attack Power increases by 344,41,2
841000,Berserker,Cyclone,1,18,EP Attack Power increases by 356,43,2
841000,Berserker,Cyclone,1,19,EP Attack Power increases by 367,45,2
841000,Berserker,Cyclone,1,20,EP Attack Power increases by 378,47,2
841000,Berserker,Cyclone,1,21,EP Attack Power increases by 388,49,2
841000,Berserker,Cyclone,1,22,EP Attack Power increases by 398,51,2
841000,Berserker,Cyclone,1,23,EP Attack Power increases by 407,53,2
841000,Berserker,Cyclone,1,24,EP Attack Power increases by 416,55,2
841000,Berserker,Cyclone,1,25,EP Attack Power increases by 425,57,2
841000,Berserker,Cyclone,1,26,EP Attack Power increases by 434,59,2
841000,Berserker,Cyclone,1,27,EP Attack Power increases by 442,61,2
841000,Berserker,Cyclone,1,28,EP Attack Power increases by 450,63,2
841000,Berserker,Cyclone,1,29,EP Attack Power increases by 458,65,2
841000,Berserker,Cyclone,1,30,EP Attack Power increases by 465,67,2
841000,Berserker,Cyclone,1,31,EP Attack Power increases by 473,69,2
841000,Berserker,Cyclone,1,32,EP Attack Power increases by 480,71,2
841000,Berserker,Cyclone,1,33,EP Attack Power increases by 487,73,2
841000,Berserker,Cyclone,1,34,EP Attack Power increases by 494,75,2
841000,Berserker,Cyclone,1,35,EP Attack Power increases by 501,77,2
841000,Berserker,Cyclone,1,36,EP Attack Power increases by 508,79,2
841000,Berserker,Cyclone,1,37,EP Attack Power increases by 514,81,2
841000,Berserker,Cyclone,1,38,EP Attack Power increases by 521,83,2
841000,Berserker,Cyclone,1,39,EP Attack Power increases by 528,85,2
841000,Berserker,Cyclone,1,40,EP Attack Power increases by 534,87,2
841000,Berserker,Cyclone,1,41,EP Attack Power increases by 541,89,2
841000,Berserker,Cyclone,1,42,EP Attack Power increases by 547,91,2
841000,Berserker,Cyclone,1,43,EP Attack Power increases by 553,93,2
841000,Berserker,Cyclone,1,44,EP Attack Power increases by 560,95,2
841000,Berserker,Cyclone,1,45,EP Attack Power increases by 566,97,2
841000,Berserker,Cyclone,1,46,EP Attack Power increases by 572,99,2
841000,Berserker,Cyclone,1,47,EP Attack Power increases by 578,101,2
841000,Berserker,Cyclone,1,48,EP Attack Power increases by 584,103,2
841000,Berserker,Cyclone,1,49,EP Attack Power increases by 591,105,2
841000,Berserker,Cyclone,1,50,EP Attack Power increases by 597,107,2
841000,Berserker,Cyclone,1,51,EP Attack Power increases by 603,109,2
841000,Berserker,Cyclone,1,52,EP Attack Power increases by 609,111,2
841000,Berserker,Cyclone,1,53,EP Attack Power increases by 615,113,2
841000,Berserker,Cyclone,1,54,EP Attack Power increases by 621,115,2
841000,Berserker,Cyclone,1,55,EP Attack Power increases by 627,117,2
841000,Berserker,Cyclone,1,56,EP Attack Power increases by 633,119,2
841000,Berserker,Cyclone,1,57,EP Attack Power increases by 639,121,2
841000,Berserker,Cyclone,1,58,EP Attack Power increases by 645,123,2
841000,Berserker,Cyclone,1,59,EP Attack Power increases by 651,125,2
841000,Berserker,Cyclone,1,60,EP Attack Power increases by 657,127,2
841000,Berserker,Cyclone,1,61,EP Attack Power increases by 663,129,2
841000,Berserker,Cyclone,1,62,EP Attack Power increases by 669,131,2
841000,Berserker,Cyclone,1,63,EP Attack Power increases by 675,133,2
841000,Berserker,Cyclone,1,64,EP Attack Power increases by 681,135,2
841000,Berserker,Cyclone,1,65,EP Attack Power increases by 687,137,2
841000,Berserker,Cyclone,1,66,EP Attack Power increases by 693,139,2
841000,Berserker,Cyclone,1,67,EP Attack Power increases by 699,141,2
841000,Berserker,Cyclone,1,68,EP Attack Power increases by 705,143,2
841000,Berserker,Cyclone,1,69,EP Attack Power increases by 711,145,2
841000,Berserker,Cyclone,1,70,EP Attack Power increases by 717,147,2
841000,Berserker,Cyclone,1,71,EP Attack Power increases by 723,149,2
841000,Berserker,Cyclone,1,72,EP Attack Power increases by 729,151,2
841000,Berserker,Cyclone,1,73,EP Attack Power increases by 735,153,2
841000,Berserker,Cyclone,1,74,EP Attack Power increases by 741,155,2
841000,Berserker,Cyclone,1,75,EP Attack Power increases by 747,157,2
841000,Berserker,Cyclone,1,76,EP Attack Power increases by 753,159,2
841000,Berserker,Cyclone,1,77,EP Attack Power increases by 759,161,2
841000,Berserker,Cyclone,1,78,EP Attack Power increases by 765,163,2
841000,Berserker,Cyclone,1,79,EP Attack Power increases by 771,165,2
841000,Berserker,Cyclone,1,80,EP Attack Power increases by 777,167,2
841000,Berserker,Cyclone,1,81,EP Attack Power increases by 783,169,2
841000,Berserker,Cyclone,1,82,EP Attack Power increases by 789,171,2
841000,Berserker,Cyclone,1,83,EP Attack Power increases by 795,173,2
841000,Berserker,Cyclone,1,84,EP Attack Power increases by 801,175,2
841000,Berserker,Cyclone,1,85,EP Attack Power increases by 807,177,2
841000,Berserker,Cyclone,1,86,EP Attack Power increases by 813,179,2
841000,Berserker,Cyclone,1,87,EP Attack Power increases by 819,181,2
841000,Berserker,Cyclone,1,88,EP Attack Power increases by 825,183,2
841000,Berserker,Cyclone,1,89,EP Attack Power increases by 831,185,2
841000,Berserker,Cyclone,1,90,EP Attack Power increases by 837,187,2
841000,Berserker,Cyclone,1,91,EP Attack Power increases by 843,189,2
841000,Berserker,Cyclone,1,92,EP Attack Power increases by 849,191,2
841000,Berserker,Cyclone,1,93,EP Attack Power increases by 855,193,2
841000,Berserker,Cyclone,1,94,EP Attack Power increases by 861,195,2
841000,Berserker,Cyclone,1,95,EP Attack Power increases by 867,197,2
841000,Berserker,Cyclone,1,96,EP Attack Power increases by 873,199,2
